sha,message,author,date,url,code_size
5288e0c139ebec9e0b4650fea8c70fc15feb7cb1,"Merge pull request #19898 from QuLogic/remove-backend-deprecations

Remove 3.3 backend deprecations",timhoffm,04/11/2021 11:10:01 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/5288e0c139ebec9e0b4650fea8c70fc15feb7cb1,68170616
fe1acd6c2d97fbea04610af05ac18ec42427bd26,"Merge pull request #19901 from QuLogic/remove-rcparam-deprecations

Remove 3.3 rcParam deprecations",dstansby,04/11/2021 10:32:59 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/fe1acd6c2d97fbea04610af05ac18ec42427bd26,68180541
ccd368cdff56308ebf9eb073ef4a851db63036c5,"Merge pull request #19939 from znstrider/3pp_highlight_text

add highlight-text to the third party packages list",timhoffm,04/11/2021 10:13:29 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/ccd368cdff56308ebf9eb073ef4a851db63036c5,68186307
9cd6c6655a86e885f5b973c7cb9b8e270b826785,resize and optimize png,znstrider,04/11/2021 08:03:09 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/9cd6c6655a86e885f5b973c7cb9b8e270b826785,68365825
de1a328a4ee9e835db8074166a877c7cd38f5ce5,"Merge pull request #19900 from QuLogic/remove-text-deprecations

Remove 3.3 text deprecations",dstansby,04/10/2021 07:39:26 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/de1a328a4ee9e835db8074166a877c7cd38f5ce5,68136800
8b9890e2cefa8b314bb38061855305a8c8cf0664,"Merge pull request #19922 from QuLogic/remove-modules

Remove 3.3 deprecated modules",dstansby,04/10/2021 11:11:43 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/8b9890e2cefa8b314bb38061855305a8c8cf0664,68138572
c37cd3b8a2fbaafe7886b8566be39d4d5fa5ed9b,"Merge pull request #19925 from anntzer/pgd

Include projections.geo in api docs.",timhoffm,04/10/2021 08:15:47 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/c37cd3b8a2fbaafe7886b8566be39d4d5fa5ed9b,68141324
c27874476ec756fdc49024d1292b786d91d1c470,"Merge pull request #19924 from anntzer/imreadd

DOC: Discourage use of imread & improve its docs.",tacaswell,04/09/2021 08:42:56 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/c27874476ec756fdc49024d1292b786d91d1c470,68136989
5858cad0df713eeb5856e2efb4be28ab21f3ee9c,"Merge pull request #19866 from anntzer/ba

Switch to asciiart for boxplot illustration.",story645,04/09/2021 03:54:33 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/5858cad0df713eeb5856e2efb4be28ab21f3ee9c,68136512
a72ec07495fa3f4ba2cae677ac2e601090642243,Merge pull request #19912 from timhoffm/figoptions-symlog,jklymak,04/09/2021 02:59:25 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/a72ec07495fa3f4ba2cae677ac2e601090642243,68380139
333dc003a67e48f28b82c90bc0fc3379b802dda1,"Include projections.geo in api docs.

... at a lower level, together with projections.polar.",anntzer,04/09/2021 01:11:34 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/333dc003a67e48f28b82c90bc0fc3379b802dda1,68384402
2951083bf46bcb8d307bcdb47925bcecd02c49fb,"Switch to asciiart for boxplot illustration.

This makes the information also available at the terminal.",anntzer,04/09/2021 12:50:17 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/2951083bf46bcb8d307bcdb47925bcecd02c49fb,68059984
f008a90a921440e0a314be4769f427bcba650db6,"Discourage use of imread & improve its docs.

It's been around for too long to really be deprecatable.",anntzer,04/09/2021 10:29:33 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/f008a90a921440e0a314be4769f427bcba650db6,68380544
37e8fa4e79313a3dee79c5039bce080b67f0d583,"Remove now-unused portions of ttconv extension.

I did not remove code from `extern/ttconv` since that is not strictly
ours.",QuLogic,04/09/2021 04:10:06 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/37e8fa4e79313a3dee79c5039bce080b67f0d583,68377580
eb2e26697c4e454dc9897477ee5e6d09e4e0b978,Remove deprecated ttconv module.,QuLogic,04/09/2021 04:00:00 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/eb2e26697c4e454dc9897477ee5e6d09e4e0b978,68380137
a5a53201385ff7d5894da1bfcc724fc7a42a356c,Remove deprecated matplotlib.compat module.,QuLogic,04/09/2021 03:55:47 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/a5a53201385ff7d5894da1bfcc724fc7a42a356c,68380350
2e00dc012234cd2fb9d1ada207d556632c459a4e,"Merge pull request #19913 from timhoffm/doc-set_aspect

Minor docstring improvement for set_aspect()",QuLogic,04/09/2021 03:45:12 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/2e00dc012234cd2fb9d1ada207d556632c459a4e,68380067
9d25f21b5624282bde62f031f3bd8aaee6b4343e,"Merge pull request #19903 from anntzer/tbcc

Fix textbox cursor color, set its linewidth.",QuLogic,04/09/2021 03:40:16 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/9d25f21b5624282bde62f031f3bd8aaee6b4343e,68380349
42a0a11fe92e8ac705029546db9e32b57fe5fcb8,"Merge pull request #19911 from timhoffm/doc-howto-draworder

Shorten ""how-to draw order""",timhoffm,04/09/2021 12:24:07 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/42a0a11fe92e8ac705029546db9e32b57fe5fcb8,68380332
7a2ebfaeaf79b5bd51f28c8e6606922018a79a2f,"Merge pull request #19888 from smartlixx/FIX_errorbar_drawstyle

Fix errorbar drawstyle",timhoffm,04/09/2021 12:06:34 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/7a2ebfaeaf79b5bd51f28c8e6606922018a79a2f,68380553
21ed8599961b7e75efa576ff0fc8b4813ab9bf35,"Merge pull request #19564 from anntzer/t1f

Micro-optimize type1font loading",timhoffm,04/09/2021 12:04:24 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/21ed8599961b7e75efa576ff0fc8b4813ab9bf35,68379952
d1c774316039bc02cb48aed27d8ec8af52a2a193,"Merge pull request #19623 from ianthomas23/19568_closed_contour_lines

FIX: Contour lines rendered incorrectly when closed loops",QuLogic,04/08/2021 11:56:16 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/d1c774316039bc02cb48aed27d8ec8af52a2a193,68379586
c7a01db84b57f0e8774c3052a255cc02d2cf699f,"Merge pull request #19902 from QuLogic/artistlist-add

Implement ArtistList.__[r]add__.",timhoffm,04/08/2021 10:45:35 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/c7a01db84b57f0e8774c3052a255cc02d2cf699f,68317356
a025710e2db01d7090d46a96a317907a842ecb43,Minor docstring improvement for set_aspect(),timhoffm,04/08/2021 10:43:44 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/a025710e2db01d7090d46a96a317907a842ecb43,68316480
53325571417acdd8276e2c5d5c3331fad1c73bea,Add symlog to figureoptions scalings,timhoffm,04/08/2021 10:30:58 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/53325571417acdd8276e2c5d5c3331fad1c73bea,68316834
e14cc7b7cb692745bc843a722c75633de9015892,"Merge pull request #19904 from anntzer/cursor

Don't set zoom/pan cursor for non-navigatable axes.",timhoffm,04/08/2021 10:25:13 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/e14cc7b7cb692745bc843a722c75633de9015892,68316866
d65bb7739276137a4e0bbac2c445d2109dc3ccce,"Merge pull request #19909 from anntzer/3du

Use unicode when interactively displaying 3d azim/elev.",QuLogic,04/08/2021 10:24:10 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/d65bb7739276137a4e0bbac2c445d2109dc3ccce,68316834
cd057a986ba188de844976dc112c87b959341502,"Implement ArtistList.__[r]add__.

Fixes #19890.",QuLogic,04/08/2021 09:51:28 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/cd057a986ba188de844976dc112c87b959341502,68316824
9e770364df8cfd3014228536b8c9dc8637d05746,"Don't set zoom/pan cursor for non-navigatable axes.

Zoom/pan cannot be used e.g. on colorbars, which are ""non-navigatable"".
So don't set the zoom/pan cursor when the mouse is over them, either.",anntzer,04/08/2021 09:09:25 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/9e770364df8cfd3014228536b8c9dc8637d05746,68317366
84ff954c35e9765b48c5bb5cde1f937deb7c691b,"Switch logic of tool cursor setting.

Putting the case where a tool is active first avoids negated conditions
(e.g. re: event.inaxes), making things easier to follow.

Also, let SetCursorBase keep a reference to the currently active tool,
rather than its cursor, to avoid having the slightly confusing
`._cursor` next to `._default_cursor` and `._last_cursor`.",anntzer,04/08/2021 09:09:07 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/84ff954c35e9765b48c5bb5cde1f937deb7c691b,68317284
4c2a667ed8d066ecef6df59bd7e8b445cab995bf,"Shorten the how-to draw order

One explanatory sentence and a reference to the detailed example are
enough.",timhoffm,04/08/2021 09:03:00 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/4c2a667ed8d066ecef6df59bd7e8b445cab995bf,68316541
90c8ba85b0b8db1e5ffca3f83bfd418dcc715eeb,"Use unicode when interactively displaying 3d azim/elev.

... both the degree sign and the minus sign, which look better than the
pure ascii version.",anntzer,04/08/2021 08:35:31 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/90c8ba85b0b8db1e5ffca3f83bfd418dcc715eeb,68316390
10672f4505bf2d456dff119c4c4588a79938a4a7,"Merge pull request #19895 from story645/3pp

Added PyPI info to third party page",timhoffm,04/08/2021 08:18:43 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/10672f4505bf2d456dff119c4c4588a79938a4a7,68316762
95f2e25b53088a94f7a663d982070f216304409b,Remove deprecated metadata normalization from PGF.,QuLogic,04/08/2021 07:21:47 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/95f2e25b53088a94f7a663d982070f216304409b,68306409
15c39a3d0b87f024acc791cd3257ee95806403f5,Remove deprecated backend-specific internals.,QuLogic,04/08/2021 07:21:47 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/15c39a3d0b87f024acc791cd3257ee95806403f5,68306795
dcfa36c226c5495ff4450089307e6e5705996756,Remove deprecated Statusbar classes.,QuLogic,04/08/2021 07:21:47 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/dcfa36c226c5495ff4450089307e6e5705996756,68309393
b6d3d984d8e17a8301d18ea02e315ee2a4e9cc6b,Remove deprecated parts of the toolbar.,QuLogic,04/08/2021 07:21:45 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/b6d3d984d8e17a8301d18ea02e315ee2a4e9cc6b,68312072
d2aa685b1447af73064bd8e036fdc5668601319d,Remove deprecated rcParam accepted values.,QuLogic,04/08/2021 07:12:26 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/d2aa685b1447af73064bd8e036fdc5668601319d,68310568
2d31dfa84bd039a0eb664aa847e96bd70de1e4e0,Remove deprecated rcParam validators.,QuLogic,04/08/2021 07:11:40 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/2d31dfa84bd039a0eb664aa847e96bd70de1e4e0,68311772
d82e2d4b7faae231d8e77dfd9427b162f584da2b,"Merge pull request #19905 from hmeine/apply_kwargs_once

MNT: do not apply kwargs twice in to plt.yticklabels and plt.xticklabels",tacaswell,04/08/2021 06:37:25 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/d82e2d4b7faae231d8e77dfd9427b162f584da2b,68316334
f970faa4e8de01bfb63820a1f40ec073eb55d2aa,"Update doc/thirdpartypackages/index.rst

Co-authored-by: Tim Hoffmann <2836374+timhoffm@users.noreply.github.com>",story645,04/08/2021 05:35:40 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/f970faa4e8de01bfb63820a1f40ec073eb55d2aa,68315760
f290cab7999e77d0cc72152cc01624bbcdfc6b4c,"Update doc/thirdpartypackages/index.rst

Co-authored-by: Tim Hoffmann <2836374+timhoffm@users.noreply.github.com>",story645,04/08/2021 05:35:19 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/f290cab7999e77d0cc72152cc01624bbcdfc6b4c,68315725
5be16860b996d1cf285a7e603f72f54e8838481d,add highlight-text to doc/thirdpartypackages/index.rst,znstrider,04/08/2021 01:29:46 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/5be16860b996d1cf285a7e603f72f54e8838481d,68514754
1dd714c467719ddd29c02eb286c34f0c3ac1a6c5,add exampleshighlight_text_examples.png,znstrider,04/08/2021 01:29:46 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/1dd714c467719ddd29c02eb286c34f0c3ac1a6c5,68514349
8d23b8d8223ea3f15cd125d2cc1d98deaac2c575,"pyplot: do not apply kwargs twice in to x/yticklabels

If labels are given, `ax.set_xticklabels` is already passed the kwargs,
so a subsequent `label.update(kwargs)` is not necessary.",hmeine,04/08/2021 11:42:19 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/8d23b8d8223ea3f15cd125d2cc1d98deaac2c575,68316334
